,Title,Director,Actors,Rating,Revenue (Millions),fb_likes,yt_likes_ratio,Top actor followers,Director Followers
534,31,Rob Zombie,"Malcolm McDowell, Richard Brake, Jeff Daniel Phillips,Sheri Moon Zombie",5.1,0.78,5362570,4.373160173160174,2545.0,490879.0
535,The Man Who Knew Infinity,Matt Brown,"Dev Patel, Jeremy Irons, Malcolm Sinclair, Raghuvir Joshi",7.2,3.86,25642,61.72727272727273,2824.0,1338.0
536,Self/less,Tarsem Singh,"Ryan Reynolds, Natalie Martinez, Matthew Goode,Ben Kingsley",6.5,12.28,139644,36.752808988764045,10203314.0,85.0
537,Before We Go,Chris Evans,"Chris Evans, Alice Eve, Emma Fitzpatrick, John Cullum",6.9,0.04,2790,65.7744874715262,8651085.0,8651085.0
538,Captain Phillips,Paul Greengrass,"Tom Hanks, Barkhad Abdi, Barkhad Abdirahman,Catherine Keener",7.8,107.1,357590,24.17272727272727,15321068.0,79.0
539,Max Steel,Stewart Hendler,"Ben Winchell, Josh Brener, Maria Bello, Andy Garcia",4.6,3.77,58399,4.719383921863262,979.0,2073.0
540,Hancock,Peter Berg,"Will Smith, Charlize Theron, Jason Bateman, Jae Head",6.4,227.95,427368,20.5,1813007.0,516.0
541,Sisters,Jason Moore,"Amy Poehler, Tina Fey, Maya Rudolph, Ike Barinholtz",6.0,87.03,419636,14.04340567612688,128694.0,770.0
542,The Family,Luc Besson,"Robert De Niro, Michelle Pfeiffer, Dianna Agron, John D'Leo",6.3,36.92,295187,5.5,2023741.0,1457932.0
543,Zack and Miri Make a Porno,Kevin Smith,"Seth Rogen, Elizabeth Banks, Craig Robinson, Gerry Bednob",6.6,31.45,113,6.454545454545454,7491969.0,3346812.0
544,Ma vie de Courgette,Claude Barras,"Gaspard Schlatter, Sixtine Murat, Paulin Jaccoud,Michel Vuillermoz",7.8,0.29,3977,24.42307692307693,24.0,13.0
545,Man on a Ledge,Asger Leth,"Sam Worthington, Elizabeth Banks, Jamie Bell, Mandy Gonzalez",6.6,18.6,448084,25.315789473684212,2351815.0,10.0
546,Rescue Dawn,Werner Herzog,"Christian Bale, Steve Zahn, Jeremy Davies, Zach Grenier",7.3,5.48,1000230,15.021739130434785,3712.0,95.0
547,Despicable Me 2,Pierre Coffin,"Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove",7.4,368.05,18224739,10.253464203233257,5356838.0,18.0
548,A Walk Among the Tombstones,Scott Frank,"Liam Neeson, Dan Stevens, David Harbour, Boyd Holbrook",6.5,25.98,322653,6.812108559498956,892823.0,46.0
549,The World's End,Edgar Wright,"Simon Pegg, Nick Frost, Martin Freeman, Rosamund Pike",7.0,26.0,267113,20.987249544626593,6502083.0,737957.0
550,Beowulf,Robert Zemeckis,"Ray Winstone, Crispin Glover, Angelina Jolie,Robin Wright",6.2,82.16,10897,7.1015625,59034.0,16.0
551,Jack Ryan: Shadow Recruit,Kenneth Branagh,"Chris Pine, Kevin Costner, Keira Knightley,Kenneth Branagh",6.2,50.55,140729,13.558536585365855,1800.0,1078.0
552,The Gambler,Rupert Wyatt,"Mark Wahlberg, Jessica Lange, John Goodman, Brie Larson",6.0,33.63,96252,13.390328151986186,3825695.0,5.0
553,Prince of Persia: The Sands of Time,Mike Newell,"Jake Gyllenhaal, Gemma Arterton, Ben Kingsley,Alfred Molina",6.6,90.76,5069861,17.497354497354493,74789.0,130.0
554,The Spectacular Now,James Ponsoldt,"Miles Teller, Shailene Woodley, Kyle Chandler,Jennifer Jason Leigh",7.1,6.85,398533,64.2453567937439,1259651.0,9840.0
555,A United Kingdom,Amma Asante,"David Oyelowo, Rosamund Pike, Tom Felton, Jack Davenport",6.8,3.9,23182,6.186004784688995,2861597.0,23895.0
556,Turbo Kid,François Simard,"Munro Chambers, Laurence Leboeuf, Michael Ironside, Edwin Wright",6.7,0.05,22276,33.22026431718061,796.0,334.0
557,To Rome with Love,Woody Allen,"Woody Allen, Penélope Cruz, Jesse Eisenberg, Ellen Page",6.3,16.68,62625,20.985915492957748,1994.0,1994.0
558,Fantastic Mr. Fox,Wes Anderson,"George Clooney, Meryl Streep, Bill Murray, Jason Schwartzman",7.8,21.0,308648,17.489905787348587,39585.0,4559.0
559,Inside Man,Spike Lee,"Denzel Washington, Clive Owen, Jodie Foster,Christopher Plummer",7.6,88.5,1143,26.66666666666667,1755.0,801701.0
560,127 Hours,Danny Boyle,"James Franco, Amber Tamblyn, Kate Mara, Sean Bott",7.6,18.33,1465084,43.91139240506329,250024.0,275.0
561,The Imaginarium of Doctor Parnassus,Terry Gilliam,"Christopher Plummer, Lily Cole, Heath Ledger,Andrew Garfield",6.8,7.69,2005,39.46153846153846,30131.0,188985.0
562,G.I. Joe: The Rise of Cobra,Stephen Sommers,"Dennis Quaid, Channing Tatum, Marlon Wayans,Adewale Akinnuoye-Agbaje",5.8,150.17,6300357,17.341463414634145,8854778.0,604.0
563,Christine,Antonio Campos,"Rebecca Hall, Michael C. Hall, Tracy Letts, Maria Dizzia",7.0,0.3,256687,29.9375,1260.0,302.0
564,Shut In,Farren Blackburn,"Naomi Watts, Charlie Heaton, Jacob Tremblay,Oliver Platt",4.6,6.88,39581,17.20159151193634,95757.0,1759.0
565,Grindhouse,Robert Rodriguez,"Kurt Russell, Rose McGowan, Danny Trejo, Zoë Bell",7.6,25.03,315078,10.035087719298245,914768.0,98212.0
566,Disaster Movie,Jason Friedberg,"Carmen Electra, Vanessa Lachey,Nicole Parker, Matt Lanter",1.9,14.17,125688,29.34072022160665,393074.0,148.0
567,Rocky Balboa,Sylvester Stallone,"Sylvester Stallone, Antonio Tarver, Milo Ventimiglia, Burt Young",7.2,70.27,11530346,34.0,562927.0,2819.0
568,Diary of a Wimpy Kid: Dog Days,David Bowers,"Zachary Gordon, Robert Capron, Devon Bostick,Steve Zahn",6.4,49.0,2587922,21.38536585365853,101894.0,572.0
569,Fool's Gold,Andy Tennant,"Matthew McConaughey, Kate Hudson, Donald Sutherland, Alexis Dziena",5.7,70.22,115119,17.65625,2452849.0,673.0
570,The Dictator,Larry Charles,"Sacha Baron Cohen, Anna Faris, John C. Reilly, Ben Kingsley",6.4,59.62,49201,15.095393662201896,189.0,91.0
571,The Loft,Erik Van Looy,"Karl Urban, James Marsden, Wentworth Miller, Eric Stonestreet",6.3,5.98,34222,16.970954356846473,97338.0,12.0
572,Horrible Bosses 2,Sean Anders,"Jason Bateman, Jason Sudeikis, Charlie Day, Jennifer Aniston",6.3,54.41,664537,16.894472361809044,1813007.0,164.0
573,A Bigger Splash,Luca Guadagnino,"Tilda Swinton, Matthias Schoenaerts, Ralph Fiennes, Dakota Johnson",6.4,1.98,11548,11.075980392156863,1481.0,39.0
574,Melancholia,Lars von Trier,"Kirsten Dunst, Charlotte Gainsbourg, Kiefer Sutherland, Alexander Skarsgård",7.1,3.03,267767,9.872813990461047,493356.0,1869.0
575,The Princess and the Frog,Ron Clements,"Anika Noni Rose, Keith David, Oprah Winfrey, Bruno Campos",7.1,104.37,3979005,3.3404825737265416,932347.0,35.0
576,Unstoppable,Tony Scott,"Denzel Washington, Chris Pine, Rosario Dawson, Ethan Suplee",6.8,81.56,411564,16.765690376569037,660379.0,983.0
577,Flight,Robert Zemeckis,"Denzel Washington, Nadine Velazquez, Don Cheadle, John Goodman",7.3,93.75,321337,24.247191011235948,590258.0,16.0
578,Home,Tim Johnson,"Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez",6.7,177.34,838984,12.569026548672564,86631891.0,4762.0
579,21,Robert Luketic,"Jim Sturgess, Kate Bosworth, Kevin Spacey, Aaron Yoo",6.8,81.16,15646,14.661016949152536,4899981.0,45.0
580,Begin Again,John Carney,"Keira Knightley, Mark Ruffalo, Adam Levine, Hailee Steinfeld",7.4,16.17,378682,38.401368301026224,8836160.0,494.0
581,Out of the Furnace,Scott Cooper,"Christian Bale, Casey Affleck, Zoe Saldana, Woody Harrelson",6.8,11.33,100198,24.541561712846352,763407.0,382.0
582,Vicky Cristina Barcelona,Woody Allen,"Rebecca Hall, Scarlett Johansson, Javier Bardem,Christopher Evan Welch",7.1,23.21,594220,14.83838383838384,9806.0,1994.0
583,Kung Fu Panda,Mark Osborne,"Jack Black, Ian McShane,Angelina Jolie, Dustin Hoffman",7.6,215.4,22285368,9.547619047619047,59034.0,90.0
584,Barbershop: The Next Cut,Malcolm D. Lee,"Ice Cube, Regina Hall, Anthony Anderson, Eve",5.9,54.01,621897,15.964601769911509,4661872.0,26466.0
585,Terminator Salvation,McG,"Christian Bale, Sam Worthington, Anton Yelchin, Moon Bloodgood",6.6,125.32,1319928,20.703296703296704,3712.0,96202.0
586,The Hills Have Eyes,Alexandre Aja,"Ted Levine, Kathleen Quinlan, Dan Byrd, Emilie de Ravin",6.4,41.78,727549,13.750769230769231,305.0,24404.0
587,Changeling,Clint Eastwood,"Angelina Jolie, Colm Feore, Amy Ryan, Gattlin Griffith",7.8,35.71,2320,26.45454545454545,59034.0,549.0
588,Locke,Steven Knight,"Tom Hardy, Olivia Colman, Ruth Wilson, Andrew Scott",7.1,1.36,62991,13.304761904761904,8947.0,363.0
589,Horns,Alexandre Aja,"Daniel Radcliffe, Juno Temple, Max Minghella, Joe Anderson",6.5,0.16,122154,20.448526270824434,35711.0,24404.0
590,Indignation,James Schamus,"Logan Lerman, Sarah Gadon, Tijuana Ricks, Sue Dahlman",6.9,3.4,12630,41.46341463414634,1496138.0,2843.0
591,Diary of a Wimpy Kid: Rodrick Rules,David Bowers,"Zachary Gordon, Devon Bostick, Robert Capron,Rachael Harris",6.6,52.69,2587922,16.380701754385964,101894.0,572.0
592,Mission: Impossible III,J.J. Abrams,"Tom Cruise, Michelle Monaghan, Ving Rhames, Philip Seymour Hoffman",6.9,133.38,3365243,20.634146341463413,6730650.0,1.0
593,Red Dawn,Dan Bradley,"Chris Hemsworth, Isabel Lucas, Josh Hutcherson, Josh Peck",5.4,44.8,356717,5.83831628638867,3034048.0,357.0
594,Life as We Know It,Greg Berlanti,"Katherine Heigl, Josh Duhamel, Josh Lucas, Alexis Clagett",6.6,53.36,907096,33.1921568627451,1322003.0,6.0
595,Warm Bodies,Jonathan Levine,"Nicholas Hoult, Teresa Palmer, John Malkovich,Analeigh Tipton",6.9,66.36,2358774,31.813327247832042,491135.0,108.0
596,Blue Jasmine,Woody Allen,"Cate Blanchett, Alec Baldwin, Peter Sarsgaard, Sally Hawkins",7.3,33.4,62769,8.403846153846152,257860.0,1994.0
597,G.I. Joe: Retaliation,Jon M. Chu,"Dwayne Johnson, Channing Tatum, Adrianne Palicki,Byung-hun Lee",5.8,122.51,6300357,20.391332470892625,12689284.0,600248.0
598,Saving Mr. Banks,John Lee Hancock,"Emma Thompson, Tom Hanks, Annie Rose Buckley, Colin Farrell",7.5,83.3,358203,22.297619047619047,15321070.0,117.0
599,Rio,Carlos Saldanha,"Jesse Eisenberg, Anne Hathaway, George Lopez,Karen Disher",6.9,143.62,12272474,5.406749555950266,2107763.0,3.0
600,Equals,Drake Doremus,"Nicholas Hoult, Kristen Stewart, Vernetta Lopez,Scott Lawrence",6.1,0.03,44485,18.66421439831845,491135.0,8313.0
601,The Tree of Life,Terrence Malick,"Brad Pitt, Sean Penn, Jessica Chastain, Hunter McCracken",6.8,13.3,1098,36.45679012345679,712061.0,3.0
602,The Lucky One,Scott Hicks,"Zac Efron, Taylor Schilling, Blythe Danner, Riley Thomas Stewart",6.5,60.44,2659022,26.810725552050474,16036393.0,1178.0
603,Piranha 3D,Alexandre Aja,"Elisabeth Shue, Jerry O'Connell, Richard Dreyfuss,Ving Rhames",5.5,25.0,441223,11.507936507936508,124851.0,24404.0
604,50/50,Jonathan Levine,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard",7.7,34.96,559450,15.5,7491969.0,108.0
605,Real Steel,Shawn Levy,"Hugh Jackman, Evangeline Lilly, Dakota Goyo,Anthony Mackie",7.1,85.46,3419647,11.311688311688313,12455380.0,10768.0
606,Rambo,Sylvester Stallone,"Sylvester Stallone, Julie Benz, Matthew Marsden, Graham McTavish",7.1,42.72,19768701,17.75531914893617,291436.0,2819.0
607,Concussion,Peter Landesman,"Will Smith, Alec Baldwin, Albert Brooks, David Morse",7.1,34.53,310235,11.7289769683985,1770986.0,321.0
608,The Fall,Tarsem Singh,"Lee Pace, Catinca Untaru, Justine Waddell, Kim Uylenbroek",7.9,2.28,6165,44.56616415410385,263412.0,85.0
609,The Ugly Truth,Robert Luketic,"Katherine Heigl, Gerard Butler, Bree Turner, Eric Winter",6.5,88.92,253,24.642553191489363,1322003.0,45.0
610,Sleeping with Other People,Leslye Headland,"Jason Sudeikis, Alison Brie, Jordan Carlos,Margarita Levieva",6.5,0.81,11357,14.506048387096774,894728.0,5158.0
611,Snakes on a Plane,David R. Ellis,"Samuel L. Jackson, Julianna Margulies, Nathan Phillips, Rachel Blanchard",5.6,34.01,35235,7.028985507246378,7360525.0,29.0
612,What If,Michael Dowse,"Daniel Radcliffe, Zoe Kazan, Megan Park, Adam Driver",6.8,3.45,389280,57.08580508474577,35711.0,382.0
613,How to Train Your Dragon 2,Dean DeBlois,"Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson",7.9,177.0,9553628,53.81589958158995,502643.0,10636.0
614,RoboCop,José Padilha,"Joel Kinnaman, Gary Oldman, Michael Keaton, Abbie Cornish",6.2,58.61,1514807,10.120222929936306,459278.0,1262.0
615,Slither,James Gunn,"Nathan Fillion, Elizabeth Banks, Michael Rooker, Don Thompson",6.5,7.77,1937,7.854330708661418,3633906.0,413732.0
616,Il racconto dei racconti - Tale of Tales,Matteo Garrone,"Salma Hayek, Vincent Cassel, Toby Jones, John C. Reilly",6.4,0.08,729,9.830125120307988,256038.0,75.0
617,Coherence,James Ward Byrkit,"Emily Baldoni, Maury Sterling, Nicholas Brendon, Elizabeth Gracen",7.2,0.07,12262,18.88636363636364,123971.0,1096.0
618,Notorious,George Tillman Jr.,"Jamal Woolard, Anthony Mackie, Derek Luke,Momo Dione",6.7,36.84,136754,33.59683794466403,541045.0,6.0
619,The Expendables 2,Simon West,"Sylvester Stallone, Liam Hemsworth, Randy Couture,Jean-Claude Van Damme",6.6,85.02,11133855,27.76923076923077,1728661.0,602.0
620,Centurion,Neil Marshall,"Michael Fassbender, Dominic West, Olga Kurylenko,Andreas Wisniewski",6.4,0.12,94551,10.696062992125984,18972.0,292.0
621,No Escape,John Erick Dowdle,"Lake Bell, Pierce Brosnan, Owen Wilson,Chatchawai Kamonsakpitak",6.8,27.29,90646,13.943624161073826,132880.0,3.0
622,Superman Returns,Bryan Singer,"Brandon Routh, Kevin Spacey, Kate Bosworth, James Marsden",6.1,200.07,1194821,12.176258992805755,4899981.0,55.0
623,The Twilight Saga: Breaking Dawn - Part 1,Bill Condon,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Gil Birmingham",4.9,281.28,14238027,16.836906584992338,189343.0,112.0
624,Precious,Lee Daniels,"Gabourey Sidibe, Mo'Nique, Paula Patton, Mariah Carey",7.3,47.54,669250,47.39106145251397,185792.0,30.0
625,The Sea of Trees,Gus Van Sant,"Matthew McConaughey, Naomi Watts, Ken Watanabe,Ryoko Seta",5.9,0.02,30110,12.67588932806324,2452849.0,905.0
626,Footloose,Craig Brewer,"Kenny Wormald, Julianne Hough, Dennis Quaid,Andie MacDowell",5.9,51.78,1399796,3.695139216611609,1297949.0,25.0
627,If I Stay,R.J. Cutler,"Chloë Grace Moretz, Mireille Enos, Jamie Blackley,Joshua Leonard",6.8,50.46,3106879,49.85129819040126,3276827.0,2766.0
628,The Love Witch,Anna Biller,"Samantha Robinson, Jeffrey Vincent Parise, Laura Waddell, Gian Keys",6.2,0.22,3189,10.285714285714286,37163.0,77.0
629,The Human Centipede (First Sequence),Tom Six,"Dieter Laser, Ashley C. Williams, Ashlynn Yennie, Akihiro Kitamura",4.4,0.18,2438,2.702602230483272,4465.0,221.0
630,Super,James Gunn,"Rainn Wilson, Ellen Page, Liv Tyler, Kevin Bacon",6.8,0.32,3134,18.431034482758626,4542020.0,413732.0
631,Up in the Air,Jason Reitman,"George Clooney, Vera Farmiga, Anna Kendrick,Jason Bateman",7.4,83.81,287349,26.096774193548388,7099373.0,155763.0
632,The Midnight Meat Train,Ryûhei Kitamura,"Vinnie Jones, Bradley Cooper, Leslie Bibb, Brooke Shields",6.1,0.07,226249,12.395348837209307,41014.0,2.0
633,The Twilight Saga: Eclipse,David Slade,"Kristen Stewart, Robert Pattinson, Taylor Lautner,Xavier Samuel",4.9,300.52,44924493,7.840709903593337,189343.0,1292.0
634,What's Your Number?,Mark Mylod,"Anna Faris, Chris Evans, Ari Graynor, Blythe Danner",6.1,13.99,81042,31.484536082474232,8651092.0,32.0
635,Riddick,David Twohy,"Vin Diesel, Karl Urban, Katee Sackhoff, Jordi Mollà",6.4,42.0,1509639,19.19148936170213,231489.0,21.0
636,The Butler,Lee Daniels,"Forest Whitaker, Oprah Winfrey, John Cusack, Jane Fonda",7.2,116.63,7313,9.57643312101911,1700442.0,30.0
637,King Cobra,Justin Kelly,"Garrett Clayton, Christian Slater, Molly Ringwald,James Kelley",5.6,0.03,20836,3.5541059094397545,211874.0,290.0
638,After Earth,M. Night Shyamalan,"Jaden Smith, David Denman, Will Smith,Sophie Okonedo",4.9,60.52,1629724,11.981737849779089,7552424.0,137482.0
639,Kicks,Justin Tipping,"Jahking Guillory, Christopher Jordan Wallace,Christopher Meyer, Kofi Siriboe",6.1,0.15,23796,18.885644768856448,5226.0,1111.0
640,The Descendants,Alexander Payne,"George Clooney, Shailene Woodley, Amara Miller, Nick Krause",7.3,82.62,21767,4.397035706265439,1259652.0,86.0
641,Death Race,Paul W.S. Anderson,"Jason Statham, Joan Allen, Tyrese Gibson, Ian McShane",6.4,36.06,14961,21.818181818181817,4021.0,251.0
642,That Awkward Moment,Tom Gormican,"Zac Efron, Michael B. Jordan, Miles Teller, Imogen Poots",6.2,26.05,1205792,25.95454545454545,16036394.0,2383.0
643,Legion,Scott Stewart,"Paul Bettany, Dennis Quaid, Charles S. Dutton, Lucas Black",5.2,40.17,566959,6.709183673469387,237007.0,31.0
644,End of Watch,David Ayer,"Jake Gyllenhaal, Michael Peña, Anna Kendrick, America Ferrera",7.7,40.98,3415,32.45945945945946,7099373.0,383.0
645,3 Days to Kill,McG,"Kevin Costner, Hailee Steinfeld, Connie Nielsen, Amber Heard",6.2,30.69,135026,19.912885662431947,959557.0,96203.0
646,Lucky Number Slevin,Paul McGuigan,"Josh Hartnett, Ben Kingsley, Morgan Freeman, Lucy Liu",7.8,22.49,309,16.133333333333333,6890.0,1.0
647,Trance,Danny Boyle,"James McAvoy, Rosario Dawson, Vincent Cassel,Danny Sapani",7.0,2.32,25673,33.27906976744186,660379.0,275.0
648,Into the Forest,Patricia Rozema,"Ellen Page, Evan Rachel Wood, Max Minghella,Callum Keith Rennie",5.9,0.01,6759,11.280487804878053,1439695.0,1358.0
649,I Spit on Your Grave,Steven R. Monroe,"Sarah Butler, Jeff Branson, Andrew Howard,Daniel Franzese",6.3,0.09,5956,8.4,37636.0,453.0
650,The Walk,Robert Zemeckis,"Joseph Gordon-Levitt, Charlotte Le Bon,Guillaume Baillargeon, Émilie Leclerc",7.3,10.14,175225,27.391509433962263,4450.0,16.0
651,The Lone Ranger,Gore Verbinski,"Johnny Depp, Armie Hammer, William Fichtner,Tom Wilkinson",6.5,89.29,754406,19.44188596491228,137302.0,69.0
652,Texas Chainsaw 3D,John Luessenhop,"Alexandra Daddario, Tania Raymonde, Scott Eastwood, Trey Songz",4.8,34.33,2293459,8.738219895287957,216450.0,20.0
653,Rock of Ages,Adam Shankman,"Julianne Hough, Diego Boneta, Tom Cruise, Alec Baldwin",5.9,38.51,430683,8.127272727272727,6730644.0,292881.0
654,Scream 4,Wes Craven,"Neve Campbell, Courteney Cox, David Arquette, Lucy Hale",6.2,38.18,5562808,16.305882352941175,1103360.0,244166.0
655,Queen of Katwe,Mira Nair,"Madina Nalwanga, David Oyelowo, Lupita Nyong'o, Martin Kabanza",7.4,8.81,106810,27.96096654275093,1191871.0,6.0
656,My Big Fat Greek Wedding 2,Kirk Jones,"Nia Vardalos, John Corbett, Michael Constantine, Lainie Kazan",6.0,59.57,930507,19.57567567567568,291499.0,7088.0
657,Annie,Will Gluck,"Quvenzhané Wallis, Cameron Diaz, Jamie Foxx, Rose Byrne",5.3,85.91,455913,7.295143212951433,4841600.0,266.0
658,Let's Be Cops,Luke Greenfield,"Jake Johnson, Damon Wayans Jr., Rob Riggle, Nina Dobrev",6.5,82.39,471338,14.001483679525222,1722886.0,2.0
659,Max,Boaz Yakin,"Thomas Haden Church, Josh Wiggins, Luke Kleintank,Lauren Graham",6.8,42.65,261017,20.110433190970106,23502.0,42.0
660,Your Highness,David Gordon Green,"Danny McBride, Natalie Portman, James Franco, Rasmus Hardiker",5.6,21.56,6162,9.447698744769877,41155.0,814.0
661,Selma,Ava DuVernay,"David Oyelowo, Carmen Ejogo, Tim Roth, Lorraine Toussaint",7.5,52.07,289421,30.477372262773727,16880.0,1873973.0
662,Taare Zameen Par,Aamir Khan,"Darsheel Safary, Aamir Khan, Tanay Chheda, Sachet Engineer",8.5,1.2,404,6.552941176470588,23041907.0,23041907.0
663,Take Me Home Tonight,Michael Dowse,"Topher Grace, Anna Faris, Dan Fogler, Teresa Palmer",6.3,6.92,59759,26.07142857142857,86255.0,382.0
664,Resident Evil: Afterlife,Paul W.S. Anderson,"Milla Jovovich, Ali Larter, Wentworth Miller,Kim Coates",5.9,60.13,10492040,10.972972972972977,1511204.0,251.0
665,Project X,Nima Nourizadeh,"Thomas Mann, Oliver Cooper, Jonathan Daniel Brown, Dax Flame",6.7,54.72,3436,19.759643916913948,12751.0,16993.0
666,Hostel: Part II,Eli Roth,"Lauren German, Heather Matarazzo, Bijou Phillips, Roger Bart",5.5,17.54,219586,8.158730158730158,187994.0,293285.0
667,Step Up 2: The Streets,Jon M. Chu,"Robert Hoffman, Briana Evigan, Cassie Ventura, Adam G. Sevani",6.2,58.01,17725,18.66013071895425,64018.0,600248.0
668,Nine Lives,Barry Sonnenfeld,"Kevin Spacey, Jennifer Garner, Robbie Amell,Cheryl Hines",5.3,19.64,38658,5.6438641090825055,4899980.0,285.0
